,rtn,pure_rtn,zz500_rtn,in_date,out_date,pub_date
831243.SHA,0.00649999999999995,0.5755,-0.5700000000000001,2019-02-28,2019-03-01,2019-02-27
600808.SHA,0.005800000000000027,0.5748000000000001,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
002747.SZA,2.4236,0.5725999999999999,1.85,2018-08-20,2018-08-21,2018-08-17
832422.SHA,2.4236,0.5725999999999999,1.85,2019-04-30,2019-05-06,2019-04-29
002514.SZA,0.0013000000000000234,0.5703000000000001,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
002004.SZA,0.0,0.5690000000000001,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
002719.SZA,0.0,0.5690000000000001,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
300567.SZA,-2.6254999999999997,0.5635000000000002,-3.19,2019-07-08,2019-07-09,2019-07-05
002358.SZA,-2.0355,0.5435000000000002,-2.58,2018-08-30,2018-08-31,2018-08-29
603811.SHA,1.3031000000000001,0.5421000000000001,0.76,2018-07-11,2018-07-12,2018-07-10
300286.SZA,2.2161,0.5351,1.68,2019-10-11,2019-10-14,2019-10-10
300600.SZA,-1.0189,0.5301000000000003,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
300649.SZA,1.2864,0.5254,0.76,2018-07-11,2018-07-12,2018-07-10
002262.SZA,1.0754000000000001,0.5244000000000001,0.55,2019-10-24,2019-10-25,2019-10-23
002698.SZA,-0.09660000000000002,0.5224,-0.62,2019-10-16,2019-10-17,2019-10-15
603786.SHA,-3.6868,0.5222000000000001,-4.21,2019-08-28,2019-08-29,2019-08-27
002504.SZA,5.8701,0.5191000000000002,5.35,2019-02-01,2019-02-11,2019-01-31
300482.SZA,0.5192999999999999,0.5182999999999999,0.0,2018-02-09,2018-02-12,2018-02-08
300386.SZA,0.9530000000000001,0.5120000000000001,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
300122.SZA,-6.5611,0.5079000000000006,-7.07,2018-10-10,2018-10-11,2018-10-09
300437.SZA,0.3575,0.5065000000000001,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
688012.SHA,0.3575,0.5065000000000001,-0.15000000000000002,2019-07-03,2019-07-04,2019-07-02
002028.SZA,-1.5293,0.49970000000000014,-2.0300000000000002,2018-10-23,2018-10-24,2018-10-22
002521.SZA,0.5736,0.4926,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
000797.SZA,-1.0598,0.4892000000000002,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
000732.SZA,0.566,0.48499999999999993,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
300094.SZA,1.4932,0.4822000000000001,1.01,2018-04-10,2018-04-11,2018-04-09
300280.SZA,0.3294,0.47840000000000005,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
000610.SZA,5.8237000000000005,0.4727000000000009,5.35,2019-02-01,2019-02-11,2019-01-31
300154.SZA,0.5495,0.46849999999999997,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
300778.SZA,1.9181999999999997,0.4671999999999995,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300172.SZA,0.5426,0.46159999999999995,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
000567.SZA,2.4483,0.4573000000000004,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
600578.SHA,-1.0345,0.4545,-1.49,2019-01-28,2019-01-29,2019-01-25
300708.SZA,-0.16489999999999982,0.45410000000000017,-0.62,2019-10-16,2019-10-17,2019-10-15
600665.SHA,0.565,0.45400000000000007,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
002950.SZA,-0.17280000000000006,0.44619999999999993,-0.62,2019-10-16,2019-10-17,2019-10-15
300045.SZA,-0.47060000000000013,0.4383999999999999,-0.91,2019-01-21,2019-01-22,2019-01-18
600449.SHA,-1.3437,0.43530000000000013,-1.78,2019-07-17,2019-07-18,2019-07-16
603980.SHA,-1.0561,0.43289999999999995,-1.49,2019-01-28,2019-01-29,2019-01-25
688128.SHA,-1.597,0.4320000000000003,-2.0300000000000002,2019-09-23,2019-09-24,2019-09-20
002594.SZA,-6.2775,0.4315000000000001,-6.71,2019-04-30,2019-05-06,2019-04-29
002579.SZA,2.9572000000000003,0.4262,2.5300000000000002,2019-10-25,2019-10-28,2019-10-24
603356.SHA,1.8743,0.4232999999999999,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002556.SZA,1.3426,0.4216000000000001,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
601003.SHA,2.9215,0.4205,2.5,2018-07-06,2018-07-09,2018-07-05
000632.SZA,-1.8407000000000002,0.41829999999999956,-2.26,2018-04-16,2018-04-17,2018-04-13
300703.SZA,-1.8159999999999998,0.41300000000000014,-2.23,2019-04-10,2019-04-11,2019-04-09
002632.SZA,-1.6246,0.4044000000000002,-2.0300000000000002,2018-10-23,2018-10-24,2018-10-20
002589.SZA,2.8996,0.39859999999999995,2.5,2018-08-27,2018-08-28,2018-08-24
300258.SZA,-7.2414,0.39760000000000006,-7.64,2018-10-11,2018-10-12,2018-10-10
002757.SZA,1.8477,0.3966999999999997,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300607.SZA,1.8418,0.3907999999999999,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002971.SZA,1.8418,0.3907999999999999,1.4500000000000002,2019-12-03,2019-12-04,2019-12-02
688310.SHA,1.8418,0.3907999999999999,1.4500000000000002,2019-11-13,2019-11-14,2019-11-12
002457.SZA,7.4888,0.3878000000000007,7.1,2019-03-29,2019-04-01,2019-03-28
300211.SZA,2.3729,0.38190000000000024,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002228.SZA,5.7288,0.3778,5.35,2019-02-01,2019-02-11,2019-01-31
000552.SZA,-0.2628999999999999,0.3761000000000001,-0.64,2018-04-13,2018-04-16,2018-04-12
002853.SZA,1.2083000000000002,0.3673000000000002,0.84,2018-05-02,2018-05-03,2018-04-27
834729.SHA,1.2083000000000002,0.3673000000000002,0.84,2018-09-04,2018-09-05,2018-09-03
000882.SZA,-0.37879999999999997,0.3602,-0.74,2018-07-17,2018-07-18,2018-07-14
002486.SZA,-6.3538,0.3552000000000003,-6.71,2019-04-30,2019-05-06,2019-04-29
300670.SZA,-1.8815,0.34750000000000003,-2.23,2019-04-10,2019-04-11,2019-04-09
600486.SHA,-0.22320000000000007,0.3458,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
603225.SHA,1.1048,0.3438,0.76,2018-07-11,2018-07-12,2018-07-10
300035.SZA,1.7925,0.3414999999999998,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300546.SZA,-0.41779999999999995,0.34120000000000006,-0.76,2019-07-10,2019-07-11,2019-07-09
603315.SHA,0.6585,0.33749999999999997,0.32,2019-08-21,2019-08-22,2019-08-20
000707.SZA,-1.2124,0.33660000000000034,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-15
300073.SZA,-1.2144,0.33460000000000034,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-15
603997.SHA,0.622,0.33099999999999996,0.29000000000000004,2019-10-31,2019-11-01,2019-10-30
300418.SZA,-1.5221,0.3269000000000001,-1.85,2018-09-10,2018-09-11,2018-09-07
600807.SHA,0.30580000000000007,0.3248,-0.019999999999999907,2019-08-13,2019-08-14,2019-08-10
300660.SZA,1.9956999999999998,0.31469999999999987,1.68,2019-10-11,2019-10-14,2019-10-10
300283.SZA,-1.2344,0.3146000000000003,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
688199.SHA,-1.2344,0.3146000000000003,-1.5500000000000003,2019-09-18,2019-09-19,2019-09-17
603993.SHA,5.6651,0.31410000000000016,5.35,2019-02-01,2019-02-11,2019-01-31
200029.SZA,0.11390000000000011,0.31290000000000007,-0.19999999999999996,2018-05-02,2018-05-03,2018-04-27
300625.SZA,0.11390000000000011,0.31290000000000007,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
002746.SZA,2.1886,0.3076,1.8800000000000001,2019-03-28,2019-03-29,2019-03-27
002620.SZA,-1.3937,0.3053,-1.7,2018-10-26,2018-10-29,2018-10-25
300787.SZA,2.1544,0.3033999999999998,1.85,2019-07-30,2019-07-31,2019-07-29
835911.SHA,2.1544,0.3033999999999998,1.85,2019-03-01,2019-03-04,2019-02-28
300496.SZA,1.3126000000000002,0.3016000000000002,1.01,2018-04-10,2018-04-11,2018-04-09
000590.SZA,2.972,0.30100000000000005,2.67,2019-04-16,2019-04-17,2019-04-13
002378.SZA,-0.5994,0.2996,-0.9,2018-04-02,2018-04-03,2018-03-30
002396.SZA,0.41850000000000004,0.29750000000000004,0.12,2018-04-27,2018-05-02,2018-04-26
300117.SZA,1.7462,0.2951999999999998,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
688363.SHA,-0.6896,0.2894,-0.98,2019-08-19,2019-08-20,2019-08-16
300576.SZA,0.1302,0.2792,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
002109.SZA,-1.4327,0.2762999999999999,-1.71,2018-04-03,2018-04-04,2018-03-31
000678.SZA,1.725,0.2739999999999999,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002728.SZA,1.2747,0.27369999999999994,1.0,2018-08-10,2018-08-13,2018-08-09
000821.SZA,2.9415,0.2705000000000001,2.67,2019-04-16,2019-04-17,2019-04-15
603601.SHA,-1.562,0.267,-1.83,2019-01-30,2019-01-31,2019-01-29
900918.SHA,-0.47450000000000003,0.26449999999999996,-0.74,2019-01-28,2019-01-29,2019-01-25
833205.SHA,-0.47450000000000003,0.26449999999999996,-0.74,2019-07-02,2019-07-03,2019-07-01
002715.SZA,-0.47450000000000003,0.26449999999999996,-0.74,2018-07-17,2018-07-18,2018-07-14
002132.SZA,1.6223999999999998,0.26139999999999974,1.36,2019-04-02,2019-04-03,2019-03-30
000616.SZA,0.3413,0.2603,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
002453.SZA,-1.4508,0.2581999999999999,-1.71,2018-04-03,2018-04-04,2018-03-31
000402.SZA,-0.3661000000000001,0.2528999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
200596.SZA,7.353,0.2520000000000001,7.1,2018-10-10,2018-10-11,2018-10-09
300571.SZA,7.353,0.2520000000000001,7.1,2019-03-29,2019-04-01,2019-03-28
836078.SHA,-0.3226,0.24640000000000006,-0.5700000000000001,2019-04-02,2019-04-03,2019-04-01
002019.SZA,-1.463,0.24599999999999989,-1.71,2018-04-03,2018-04-04,2018-03-31
002734.SZA,-0.9238000000000002,0.24519999999999975,-1.17,2019-07-02,2019-07-03,2019-07-01
600362.SHA,-1.2970000000000002,0.24199999999999988,-1.54,2018-07-31,2018-08-01,2018-07-28
300427.SZA,-1.9918,0.23719999999999997,-2.23,2019-04-10,2019-04-11,2019-04-09
300220.SZA,2.2245,0.23350000000000015,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
300093.SZA,-1.9962,0.2328,-2.23,2019-04-10,2019-04-11,2019-04-09
300473.SZA,-0.5068,0.23219999999999996,-0.74,2018-07-17,2018-07-18,2018-07-14
002852.SZA,2.8621,0.23109999999999997,2.63,2018-10-30,2018-10-31,2018-10-29
002505.SZA,0.5495,0.22849999999999993,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
002573.SZA,0.763,0.22199999999999998,0.54,2018-03-01,2018-03-02,2018-02-28
300017.SZA,-0.39749999999999996,0.22150000000000003,-0.62,2019-10-16,2019-10-17,2019-10-15
002119.SZA,-0.4583999999999999,0.22060000000000002,-0.6799999999999999,2018-10-29,2018-10-30,2018-10-26
834802.SHA,-0.4583999999999999,0.22060000000000002,-0.6799999999999999,2019-02-27,2019-02-28,2019-02-26
002424.SZA,-1.4808999999999999,0.21810000000000007,-1.7,2018-10-26,2018-10-29,2018-10-25
000597.SZA,2.2066,0.21560000000000012,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
000917.SZA,0.2909,0.20989999999999998,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
200037.SZA,2.8403,0.20930000000000015,2.63,2018-10-11,2018-10-12,2018-10-10
000683.SZA,0.8163,0.20530000000000004,0.61,2019-01-10,2019-01-11,2019-01-09
002661.SZA,-0.746,0.20299999999999996,-0.95,2019-10-23,2019-10-24,2019-10-22
000723.SZA,0.0,0.19899999999999995,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
002159.SZA,1.1185,0.19750000000000012,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002841.SZA,-2.5038,0.19520000000000015,-2.7,2019-10-29,2019-10-30,2019-10-26
600983.SHA,-1.6440000000000001,0.18499999999999994,-1.83,2019-01-30,2019-01-31,2019-01-29
300207.SZA,-1.6367999999999998,0.18220000000000025,-1.82,2019-10-15,2019-10-16,2019-10-14
300441.SZA,-1.2021,0.17689999999999995,-1.38,2018-07-10,2018-07-11,2018-07-09
002857.SZA,-6.0148,0.17419999999999936,-6.1899999999999995,2019-05-06,2019-05-07,2019-04-30
300705.SZA,1.6251,0.1740999999999998,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
600981.SHA,5.5238,0.17279999999999995,5.35,2019-02-01,2019-02-11,2019-01-31
002480.SZA,2.1633,0.1722999999999998,1.9900000000000002,2018-08-24,2018-08-27,2018-08-23
002753.SZA,-0.10319999999999999,0.16580000000000003,-0.27,2018-10-25,2018-10-26,2018-10-24
600083.SHA,0.2743,0.1633000000000001,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
000620.SZA,0.27359999999999984,0.16259999999999986,0.10999999999999999,2019-01-11,2019-01-14,2019-01-10
000585.SZA,0.011600000000000055,0.16060000000000008,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
600010.SHA,-1.329,0.16000000000000003,-1.49,2019-01-28,2019-01-29,2019-01-25
002275.SZA,1.4792,0.1582,1.32,2018-04-23,2018-04-24,2018-04-20
300134.SZA,-1.675,0.15400000000000003,-1.83,2019-01-30,2019-01-31,2019-01-29
002232.SZA,0.9072,0.1462,0.76,2018-07-11,2018-07-12,2018-07-10
002509.SZA,0.9828000000000001,0.14180000000000015,0.84,2018-05-02,2018-05-03,2018-04-27
601233.SHA,-1.5708000000000002,0.13819999999999977,-1.71,2018-04-03,2018-04-04,2018-03-31
002329.SZA,0.2177,0.1367,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
002683.SZA,-0.438,0.13100000000000006,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
600570.SHA,0.6397,0.12870000000000004,0.51,2019-07-29,2019-07-30,2019-07-26
000510.SZA,-2.3923,0.12669999999999992,-2.52,2018-10-12,2018-10-15,2018-10-11
300622.SZA,0.5658,0.12480000000000002,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
000601.SZA,0.2045,0.12349999999999997,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
300501.SZA,-4.0906,0.11839999999999973,-4.21,2018-10-15,2018-10-16,2018-10-12
002479.SZA,0.9956,0.11459999999999992,0.8800000000000001,2019-10-21,2019-10-22,2019-10-18
601168.SHA,-1.8473000000000002,0.1116999999999998,-1.96,2018-10-17,2018-10-18,2018-10-16
300741.SZA,-0.04730000000000001,0.10170000000000001,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
300295.SZA,-0.6374,0.10160000000000002,-0.74,2018-07-17,2018-07-18,2018-07-14
300257.SZA,2.0901,0.0991000000000003,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002809.SZA,-1.7127,0.09630000000000016,-1.81,2019-03-26,2019-03-27,2019-03-25
300138.SZA,-1.7258,0.09320000000000006,-1.82,2019-10-15,2019-10-16,2019-10-14
000516.SZA,-1.4587,0.09030000000000016,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
300178.SZA,5.4305,0.07950000000000068,5.35,2019-02-01,2019-02-11,2019-01-31
002695.SZA,2.7103,0.07930000000000026,2.63,2018-10-30,2018-10-31,2018-10-27
300291.SZA,-1.7424,0.07660000000000011,-1.82,2019-10-15,2019-10-16,2019-10-14
002406.SZA,0.18480000000000008,0.0738000000000002,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
300354.SZA,-4.1402,0.06879999999999986,-4.21,2018-10-15,2018-10-16,2018-10-12
600096.SHA,0.19879999999999987,0.06779999999999997,0.1299999999999999,2019-10-14,2019-10-15,2019-10-11
002637.SZA,-1.6414,0.0676,-1.71,2018-04-03,2018-04-04,2018-03-31
000829.SZA,1.5186,0.0676,1.45,2019-10-10,2019-10-11,2019-10-09
688009.SHA,0.8281000000000001,0.06710000000000005,0.76,2019-06-27,2019-06-28,2019-06-26
300254.SZA,1.5171999999999999,0.0661999999999997,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300189.SZA,2.0559000000000003,0.06490000000000051,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002705.SZA,2.6955999999999998,0.06459999999999988,2.63,2018-10-30,2018-10-31,2018-10-27
002591.SZA,0.9812000000000001,0.06020000000000014,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
300667.SZA,-0.10089999999999999,0.04810000000000003,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
002443.SZA,-0.6936,0.045399999999999996,-0.74,2018-07-17,2018-07-18,2018-07-14
002330.SZA,1.4964,0.045399999999999774,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
000802.SZA,-1.5089000000000001,0.040100000000000136,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
688358.SHA,-1.5089000000000001,0.040100000000000136,-1.5500000000000003,2019-11-14,2019-11-15,2019-11-13
603611.SHA,-1.1178,0.031200000000000006,-1.15,2018-07-30,2018-07-31,2018-07-27
603577.SHA,1.4493,0.028300000000000103,1.42,2019-11-01,2019-11-04,2019-10-31
300643.SZA,-2.3033,0.025699999999999945,-2.33,2019-04-11,2019-04-12,2019-04-10
000026.SZA,2.0152,0.024200000000000332,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002216.SZA,0.14270000000000005,0.021700000000000053,0.12,2018-04-27,2018-05-02,2018-04-26
002394.SZA,-2.958,0.020999999999999797,-2.98,2019-04-24,2019-04-25,2019-04-23
300597.SZA,-0.8898999999999999,0.019100000000000117,-0.91,2019-01-21,2019-01-22,2019-01-18
002663.SZA,-0.35209999999999997,0.016900000000000026,-0.37,2018-08-28,2018-08-29,2018-08-27
300378.SZA,-0.6125,0.006499999999999951,-0.62,2019-10-16,2019-10-17,2019-10-15
300297.SZA,-0.7339,0.005099999999999994,-0.74,2018-07-17,2018-07-18,2018-07-14
002253.SZA,-0.5682,0.0008000000000000238,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
300621.SZA,-0.1583,-0.009299999999999975,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
300067.SZA,-2.2398,-0.01079999999999981,-2.23,2019-01-29,2019-01-30,2019-01-28
600711.SHA,0.35250000000000004,-0.01849999999999996,0.37,2018-07-19,2018-07-20,2018-07-18
300755.SZA,1.4321,-0.018900000000000028,1.45,2019-10-10,2019-10-11,2019-10-09
000883.SZA,-0.6905999999999999,-0.021599999999999953,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
300580.SZA,3.2961,-0.02489999999999981,3.32,2018-07-12,2018-07-13,2018-07-11
000831.SZA,-1.5775000000000001,-0.02849999999999986,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
000788.SZA,1.9611999999999998,-0.029799999999999938,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
300685.SZA,0.07170000000000032,-0.039299999999999696,0.11000000000000001,2019-01-09,2019-01-10,2019-01-08
200553.SZA,-1.3699,-0.040899999999999825,-1.33,2018-10-16,2018-10-17,2018-10-15
300723.SZA,0.0391999999999999,-0.041800000000000115,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
300259.SZA,1.8957,-0.04530000000000001,1.94,2019-12-24,2019-12-25,2019-12-23
002621.SZA,1.4697,-0.051300000000000234,1.5200000000000002,2019-08-30,2019-09-02,2019-08-29
600151.SHA,5.2955000000000005,-0.055499999999999106,5.35,2019-02-01,2019-02-11,2019-01-31
300219.SZA,0.0,-0.061,0.06,2019-04-09,2019-04-10,2019-04-05
002500.SZA,2.6093,-0.061699999999999755,2.67,2019-04-16,2019-04-17,2019-04-15
300179.SZA,1.8519,-0.06909999999999983,1.92,2019-03-21,2019-03-22,2019-03-20
002871.SZA,1.3719,-0.06910000000000005,1.44,2018-03-30,2018-04-02,2018-03-29
600126.SHA,1.9314,-0.0696,2.0,2018-07-20,2018-07-23,2018-07-19
002968.SZA,0.3628,-0.07819999999999994,0.43999999999999995,2019-10-29,2019-10-30,2019-10-28
002298.SZA,0.0,-0.08100000000000002,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
300401.SZA,-0.23450000000000015,-0.08550000000000013,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
000702.SZA,0.35239999999999994,-0.08860000000000001,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
002653.SZA,-0.1935,-0.0945,-0.1,2018-02-27,2018-02-28,2018-02-26
002196.SZA,0.1905,-0.10050000000000003,0.29000000000000004,2019-10-28,2019-10-29,2019-10-25
002161.SZA,-0.7205999999999999,-0.10159999999999991,-0.62,2019-10-16,2019-10-17,2019-10-15
000565.SZA,0.00040000000000001146,-0.11059999999999999,0.11,2019-08-22,2019-08-23,2019-08-21
002369.SZA,0.0,-0.11099999999999988,0.10999999999999988,2018-08-21,2018-08-22,2018-08-20
002542.SZA,0.007000000000000006,-0.11399999999999999,0.12,2018-04-27,2018-05-02,2018-04-26
601968.SHA,3.0151000000000003,-0.11589999999999956,3.13,2018-10-22,2018-10-23,2018-10-19
002198.SZA,0.0,-0.121,0.12,2018-04-27,2018-05-02,2018-04-26
002584.SZA,0.0,-0.121,0.12,2018-04-27,2018-05-02,2018-04-26
002554.SZA,0.0,-0.121,0.12,2018-04-27,2018-05-02,2018-04-26
688178.SHA,0.13430000000000009,-0.12669999999999992,0.26,2019-11-01,2019-11-04,2019-10-31
000061.SZA,5.2174,-0.13360000000000005,5.35,2019-02-01,2019-02-11,2019-01-31
000509.SZA,-0.7528999999999999,-0.1338999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
002024.SZA,-0.7565,-0.13749999999999996,-0.62,2019-10-16,2019-10-17,2019-10-15
871861.SHA,1.5231,-0.13790000000000024,1.6600000000000001,2019-04-23,2019-04-24,2019-04-22
300747.SZA,1.5231,-0.13790000000000024,1.6600000000000001,2018-06-06,2018-06-07,2018-06-05
600558.SHA,-1.8176999999999999,-0.13869999999999993,-1.68,2018-07-27,2018-07-30,2018-07-26
300495.SZA,1.4322000000000001,-0.14879999999999993,1.58,2019-01-07,2019-01-08,2019-01-04
002033.SZA,9.999999999998899e-05,-0.15089999999999998,0.14999999999999997,2018-08-13,2018-08-14,2018-08-10
002487.SZA,-0.5271,-0.15810000000000002,-0.37,2018-08-28,2018-08-29,2018-08-27
300309.SZA,1.2906,-0.1604000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
600295.SHA,5.190200000000001,-0.16079999999999883,5.35,2019-02-01,2019-02-11,2019-01-31
603819.SHA,1.0186000000000002,-0.16239999999999977,1.18,2019-01-15,2019-01-16,2019-01-12
000905.SZA,1.2570000000000001,-0.1639999999999998,1.42,2019-11-01,2019-11-04,2019-10-31
002783.SZA,0.1451,-0.17590000000000006,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
300768.SZA,0.1451,-0.17590000000000006,0.32000000000000006,2019-03-26,2019-03-27,2019-03-25
300726.SZA,0.5840999999999998,-0.17690000000000017,0.76,2018-07-11,2018-07-12,2018-07-10
002732.SZA,-0.046,-0.17699999999999988,0.1299999999999999,2019-10-14,2019-10-15,2019-10-11
603278.SHA,-0.0663,-0.1773,0.11000000000000001,2019-01-09,2019-01-10,2019-01-08
002305.SZA,-0.7486999999999999,-0.17969999999999986,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
002823.SZA,-1.8296999999999999,-0.18069999999999975,-1.6500000000000001,2018-04-26,2018-04-27,2018-04-25
002537.SZA,-0.7146,-0.1856,-0.53,2019-02-26,2019-02-27,2019-02-25
002493.SZA,-0.07750000000000001,-0.1884999999999999,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
300166.SZA,-2.5198,-0.19079999999999997,-2.33,2019-04-11,2019-04-12,2019-04-10
688388.SHA,-2.5198,-0.19079999999999997,-2.33,2019-02-26,2019-02-27,2019-02-25
000407.SZA,0.2457,-0.19529999999999995,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
002843.SZA,-2.1569000000000003,-0.1979000000000003,-1.96,2018-10-17,2018-10-18,2018-10-16
002498.SZA,-1.0526,-0.2036,-0.85,2019-08-29,2019-08-30,2019-08-28
600021.SHA,0.9675,-0.2134999999999999,1.18,2019-01-15,2019-01-16,2019-01-12
002460.SZA,-0.7835999999999999,-0.2145999999999998,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
002400.SZA,-1.9157,-0.2167,-1.7,2018-10-26,2018-10-29,2018-10-25
300169.SZA,-1.7740999999999998,-0.22509999999999952,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-15
000608.SZA,-0.9686,-0.22960000000000003,-0.74,2018-07-17,2018-07-18,2018-07-14
001872.SZA,1.4311,-0.2299000000000001,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
001896.SZA,-0.8491,-0.23009999999999997,-0.62,2019-10-16,2019-10-17,2019-10-15
300230.SZA,-1.4791999999999996,-0.23019999999999963,-1.25,2018-06-01,2018-06-04,2018-05-31
600495.SHA,5.111800000000001,-0.23919999999999908,5.35,2019-02-01,2019-02-11,2019-01-31
000709.SZA,-4.4504,-0.24140000000000017,-4.21,2018-10-15,2018-10-16,2018-10-12
600317.SHA,0.01550000000000007,-0.24549999999999994,0.26,2019-01-17,2019-01-18,2019-01-16
000722.SZA,1.4348999999999998,-0.2461000000000001,1.68,2019-10-11,2019-10-14,2019-10-10
002304.SZA,2.3816,-0.24939999999999973,2.63,2018-10-30,2018-10-31,2018-10-27
002699.SZA,1.1679,-0.2531,1.42,2019-11-01,2019-11-04,2019-10-31
002134.SZA,2.4169,-0.2540999999999999,2.67,2019-04-16,2019-04-17,2019-04-13
603067.SHA,0.006700000000000039,-0.25429999999999997,0.26,2019-01-17,2019-01-18,2019-01-16
002756.SZA,-0.8277000000000001,-0.25870000000000004,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
002495.SZA,-1.0067,-0.26769999999999994,-0.74,2018-07-17,2018-07-18,2018-07-14
000782.SZA,-1.0124,-0.2734,-0.74,2018-07-17,2018-07-18,2018-07-16
300320.SZA,-0.2006,-0.2816,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
601958.SHA,1.167,-0.2839999999999999,1.45,2019-10-10,2019-10-11,2019-10-09
600203.SHA,5.0648,-0.2861999999999997,5.35,2019-02-01,2019-02-11,2019-01-31
600239.SHA,-0.3378,-0.28880000000000017,-0.04999999999999982,2018-10-18,2018-10-19,2018-10-17
601619.SHA,-1.2884,-0.2894,-1.0,2019-01-16,2019-01-17,2019-01-15
831450.SHA,2.7642,-0.29679999999999984,3.06,2019-02-28,2019-03-01,2019-02-27
600706.SHA,1.6940999999999997,-0.29690000000000005,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
000700.SZA,-1.5456000000000003,-0.3066000000000003,-1.24,2019-04-12,2019-04-15,2019-04-11
600251.SHA,5.0434,-0.30759999999999954,5.35,2019-02-01,2019-02-11,2019-01-31
838210.SHA,1.1125,-0.3084999999999999,1.42,2019-03-01,2019-03-04,2019-02-28
